Bateau,Acheteur,poidsmontant,poidsqte,poidprix
735033,32,2959.55,847,3.4941558442
735033,34,734.4,518,1.4177606178
735033,77,361.45,126,2.8686507937
735033,86,1110.56,462,2.4038095238
735033,163,491.9,98,5.0193877551
735033,273,1226.25,644,1.9041149068
735033,296,1756.31,944,1.8604978814
735033,321,76,10,7.6
735033,325,38,19,2
735033,344,235.9,218,1.0821100917
735033,347,180,125,1.44
735033,367,271.5,30,9.05
735033,375,1008,84,12
735033,382,3854.31,6020,0.6402508306
735033,386,2410.6,2136,1.1285580524
735033,502,1796.3,1044,1.7205938697
735033,526,5921.78,4600.5,1.2872035648
735033,534,12,6,2
735033,538,229.6,73,3.1452054795
735033,542,75,25,3
735033,543,1521.7,3002,0.5068954031
735033,545,150,150,1
735033,549,257.5,50,5.15
735033,552,25,125,0.2
735033,554,416,32,13
735033,558,2666.55,2360,1.1298940678
735033,571,25,50,0.5
735033,580,14,4,3.5
735033,583,62.1,27,2.3
735033,592,2554.35,1018.5,2.5079528719
735033,597,7868.4,2266,3.4723742277
735033,604,15,25,0.6
735033,610,142.1,70,2.03
735033,613,13,13,1
735382,2,860.95,170,5.0644117647
735382,12,701.5,185,3.7918918919
735382,30,259,255,1.0156862745
735382,32,3270.15,2594,1.2606592136
735382,77,25.5,50,0.51
735382,86,683.5,359,1.9038997214
735382,157,663.7,222,2.9896396396
735382,163,3067.8,517,5.9338491296
735382,207,790,1580,0.5
735382,273,108.8,34,3.2
735382,296,356.5,565,0.6309734513
735382,297,61.8,19,3.2526315789
735382,317,5,25,0.2
735382,321,764,138,5.5362318841
735382,344,800,630,1.2698412698
735382,347,1541.65,926.5,1.6639503508
735382,367,216.1,47,4.5978723404
735382,368,1146.75,621,1.8466183575
735382,382,744.5,840,0.8863095238
735382,386,823.8,844,0.9760663507
735382,502,1542.5,715,2.1573426573
735382,508,675,150,4.5
735382,519,31.25,25,1.25
735382,526,4164.17,4896,0.8505249183
735382,528,775.76,606,1.2801320132
735382,534,2837.65,1520,1.866875
735382,543,4921,12320,0.3994318182
735382,545,9,9,1
735382,552,329.6,197,1.6730964467
735382,555,930,400,2.325
735382,558,637.52,258,2.4710077519
735382,563,250,165,1.5151515152
735382,583,13.5,9,1.5
735382,592,1342.28,2865.5,0.4684278485
735382,597,11035.02,3724,2.963216971
735382,609,522,40,13.05
735383,2,845.2,71.5,11.820979021
735383,7,1665.5,565.4,2.9457021578
735383,32,223.65,338,0.6616863905
735383,77,1005.7,217,4.634562212
735383,86,5835.6,617.5,9.4503643725
735383,157,142.9,140,1.0207142857
735383,163,1200,100,12
735383,273,1647.3,757,2.1760898283
735383,296,252,420,0.6
735383,317,94.5,9,10.5
735383,321,4717.3,938,5.0291044776
735383,344,68,108,0.6296296296
735383,347,1232.9,478,2.5792887029
735383,367,84,16,5.25
735383,368,900,75,12
735383,382,1443.9,543,2.6591160221
735383,386,255.82,225,1.1369777778
735383,391,29.7,3.7,8.027027027
735383,392,84.16,36,2.3377777778
735383,502,1441.9,707,2.0394625177
735383,508,259,74,3.5
735383,526,6132.07,3733,1.6426654166
735383,528,2234.47,2561,0.8724990238
735383,534,228,22,10.363636364
735383,538,392.9,116,3.3870689655
735383,539,164.25,39,4.2115384615
735383,543,569.7,494,1.1532388664
735383,545,846.2,551.6,1.5340826686
735383,548,57,10,5.7
735383,551,1334.9,365,3.657260274
735383,552,1447,838,1.7267303103
735383,558,56,112,0.5
735383,570,446.8,179,2.4960893855
735383,571,572.1,285,2.0073684211
735383,581,470.3,112,4.1991071429
735383,597,5545,868.3,6.3860416907
735383,604,39.2,33,1.1878787879
735420,2,360,30,12
735420,12,888,95,9.3473684211
735420,30,945,90,10.5
735420,32,6282,610.5,10.28992629
735420,77,65,13,5
735420,86,53.5,11,4.8636363636
735420,163,2041.8,195,10.470769231
735420,273,137.5,59,2.3305084746
735420,296,3301.15,378.5,8.721664465
735420,321,967,107,9.0373831776
735420,325,3769.5,433,8.7055427252
735420,344,2321,207,11.212560386
735420,347,6392.5,619,10.327140549
735420,367,716.1,83.3,8.5966386555
735420,368,1554,145,10.717241379
735420,375,1420.9,188,7.5579787234
735420,386,33.4,37,0.9027027027
735420,506,192,24,8
735420,526,11608.9,1266.5,9.166127122
735420,534,908,104,8.7307692308
735420,538,1740.5,151,11.526490066
735420,542,8,1,8
735420,543,5231.55,906,5.7743377483
735420,545,61.35,65,0.9438461538
735420,552,780,60,13
735420,558,672,56,12
735420,566,2080,229,9.0829694323
735420,571,407,62,6.564516129
735420,580,34,2,17
735420,592,2245,256,8.76953125
735420,597,7906.5,802,9.858478803
735420,610,182.35,68.2,2.6737536657
735930,86,1344,420,3.2
735930,157,311.55,93,3.35
735930,163,126,7,18
735930,207,3820.5,1415,2.7
735930,317,480,150,3.2
735930,325,2349,870,2.7
735930,347,810,300,2.7
735930,386,192,60,3.2
735930,392,84,30,2.8
735930,519,495,150,3.3
735930,580,84,30,2.8
735930,583,804,240,3.35
735930,597,288,90,3.2
738677,2,90,20,4.5
738677,32,244.8,136,1.8
738677,86,93,31,3
738677,273,547.3,230,2.3795652174
738677,321,1320.9,234,5.6448717949
738677,325,200,25,8
738677,526,5453,692,7.8800578035
738677,534,30,15,2
738677,545,187.5,25,7.5
738677,558,1613.5,343,4.7040816327
738677,580,187.5,25,7.5
738677,610,46,20,2.3
739749,12,73.5,190,0.3868421053
739749,15,756.98,456,1.6600438596
739749,77,103,88,1.1704545455
739749,86,2103.55,486,4.3282921811
739749,138,362.5,75,4.8333333333
739749,157,129,49,2.6326530612
739749,163,42,14,3
739749,273,822.5,350,2.35
739749,296,2137.3,974,2.1943531828
739749,317,243,51,4.7647058824
739749,321,556,86,6.4651162791
739749,325,470,423,1.1111111111
739749,344,1079.9,433,2.4939953811
739749,367,603.5,266,2.2687969925
739749,368,40,100,0.4
739749,375,42,6,7
739749,382,912.9,1683,0.5424242424
739749,386,732.9,770,0.9518181818
739749,391,193,62,3.1129032258
739749,502,1617.9,807,2.0048327138
739749,508,720,200,3.6
739749,518,140,40,3.5
739749,526,5108.75,6364,0.8027576996
739749,528,1039.5,974,1.06724846
739749,534,115.2,192,0.6
739749,535,204,136,1.5
739749,538,112.5,25,4.5
739749,543,1820.9,3745,0.4862216288
739749,545,125.4,135,0.9288888889
739749,548,319.1,94,3.3946808511
739749,554,250.6,17.9,14
739749,558,1206.05,1116,1.0806899642
739749,571,168.1,84,2.0011904762
739749,580,463.5,91,5.0934065934
739749,586,201.5,73,2.7602739726
739749,591,95,9.5,10
739749,592,247.65,34.7,7.1368876081
739749,597,7552.8,3970.4,1.9022768487
739749,602,578.5,104.3,5.5465004794
739749,604,180.5,94,1.920212766
739749,610,205.75,88,2.3380681818
739749,612,195,75,2.6
739749,613,76.8,24,3.2
739828,77,609,210,2.9
739828,86,798,240,3.325
739828,138,1413,469.5,3.0095846645
739828,157,174,60,2.9
739828,207,1684.8,624,2.7
739828,344,168,60,2.8
739828,367,783,270,2.9
739828,386,420,150,2.8
739828,392,238,85,2.8
739828,518,435,150,2.9
739828,519,450,150,3
739828,526,503,99.6,5.0502008032
739828,538,453,150,3.02
739828,539,846,90,9.4
739828,543,16,10,1.6
739828,551,396,120,3.3
739828,555,77,22,3.5
739828,570,131.2,41,3.2
739828,580,588,210,2.8
739828,583,616.2,210,2.9342857143
739828,602,181.2,60,3.02
739828,609,435,150,2.9
739828,610,181.2,60,3.02
749688,2,862.2,310,2.7812903226
749688,10,860,750,1.1466666667
749688,15,187.5,125,1.5
749688,34,490,196,2.5
749688,77,587.5,575,1.0217391304
749688,86,1331.45,792,1.6811237374
749688,138,379.5,127,2.9881889764
749688,157,62.5,25,2.5
749688,273,575,250,2.3
749688,296,494.5,285,1.7350877193
749688,297,20,25,0.8
749688,317,182,52,3.5
749688,321,127.5,17,7.5
749688,325,518.5,950,0.5457894737
749688,344,80.5,125,0.644
749688,367,177,74,2.3918918919
749688,375,60,50,1.2
749688,382,951.25,1425,0.6675438596
749688,386,279,395,0.7063291139
749688,502,509.8,286,1.7825174825
749688,526,3351.41,2537,1.3210130075
749688,528,589.5,465,1.2677419355
749688,535,3731,2292,1.6278359511
749688,538,282,94,3
749688,542,247.2,109,2.2678899083
749688,543,514.4,1059,0.4857412653
749688,545,100,10,10
749688,548,528.3,176,3.0017045455
749688,552,707.15,228,3.1015350877
749688,558,1711.1,1479,1.1569303584
749688,571,120,100,1.2
749688,580,32.4,18,1.8
749688,597,4215.3,3029,1.3916474084
749688,602,105.4,33,3.1939393939
749688,604,69,47,1.4680851064
749688,610,162,99,1.6363636364
749688,612,724,589,1.2292020374
749688,613,90,25,3.6
753485,2,2812.2,305,9.2203278689
753485,12,724.06,98,7.3883673469
753485,15,1248.4,121.5,10.274897119
753485,32,12.6,21,0.6
753485,86,350.87,42.7,8.2170960187
753485,138,3076.3,309,9.9556634304
753485,163,5943.9,658,9.0332826748
753485,296,1734.73,249.7,6.947256708
753485,325,460,46,10
753485,344,2100,210,10
753485,368,14.7,45,0.3266666667
753485,382,360,30,12
753485,386,1544.56,220,7.0207272727
753485,391,17,10,1.7
753485,506,1080,120,9
753485,508,1031.6,112,9.2107142857
753485,519,703,176,3.9943181818
753485,526,1387.15,255,5.4398039216
753485,528,129,187,0.6898395722
753485,543,5775.45,913,6.3257940854
753485,548,275.65,58,4.7525862069
753485,551,558,48,11.625
753485,552,774,90,8.6
753485,558,2173.1,221,9.8330316742
753485,586,582,60,9.7
753485,597,21554.11,2619.5,8.2283298339
759027,2,41.25,16.5,2.5
759027,12,563.7,461,1.2227765727
759027,15,1040.8,472,2.2050847458
759027,32,1939.14,998,1.9430260521
759027,34,91.8,78,1.1769230769
759027,77,923.85,408.5,2.2615667075
759027,86,3974.6,1601,2.4825733916
759027,163,2427.55,439,5.5297266515
759027,209,2464,3080,0.8
759027,273,433.3,343,1.2632653061
759027,296,6874.69,4512.1,1.5236120653
759027,297,477.55,201.5,2.3699751861
759027,321,375.7,115.5,3.2528138528
759027,325,34,17,2
759027,344,311.4,195,1.5969230769
759027,347,296.6,237,1.2514767932
759027,367,1785.4,490,3.6436734694
759027,368,485.2,328,1.4792682927
759027,375,4986.6,1519,3.2828176432
759027,382,5042.5,7802,0.6463086388
759027,386,615.35,672,0.9156994048
759027,391,73.6,8,9.2
759027,392,724.6,442,1.6393665158
759027,502,3513.6,1916,1.8338204593
759027,506,176.4,196,0.9
759027,508,3479,450,7.7311111111
759027,518,24,8,3
759027,526,7872.79,8233,0.9562480262
759027,534,293,152,1.9276315789
759027,538,604.9,164,3.6884146341
759027,542,131.35,58,2.2646551724
759027,543,5629.37,12753,0.4414153533
759027,545,128.5,119,1.0798319328
759027,549,315.75,76.5,4.1274509804
759027,551,679.2,161,4.2186335404
759027,552,619.52,593,1.0447217538
759027,554,1348.77,141.7,9.5184897671
759027,557,154,140,1.1
759027,558,3258.78,3322.8,0.9807331166
759027,565,66.5,20,3.325
759027,571,104.3,91,1.1461538462
759027,580,606,96.5,6.2797927461
759027,583,75.2,43,1.7488372093
759027,592,2011.62,1643,1.2243578819
759027,597,8699.99,4173.1,2.0847787017
759027,602,554.9,133.5,4.1565543071
759027,604,629,232,2.7112068966
759027,608,532,133,4
759027,610,1003.68,388.5,2.5834749035
759027,612,1178,754,1.5623342175
775424,2,297,90,3.3
775424,15,174,60,2.9
775424,138,210,60,3.5
775424,163,375,120,3.125
775424,207,324,120,2.7
775424,296,450,150,3
775424,325,405,150,2.7
775424,386,495,150,3.3
775424,392,525,150,3.5
775424,525,795,240,3.3125
775424,526,370.5,120,3.0875
775424,539,315,90,3.5
775424,551,270,90,3
775424,583,87,30,2.9
775424,592,273,90,3.0333333333
775424,597,416.5,119,3.5
775424,604,99,30,3.3
775424,610,297,90,3.3
788028,2,133.1,82,1.6231707317
788028,12,1537.96,773,1.9895989651
788028,15,1157.8,212,5.4613207547
788028,32,2401.72,1693,1.4186178382
788028,86,9677.23,2299,4.2093214441
788028,138,726.5,137,5.302919708
788028,163,1896.05,478,3.9666317992
788028,207,816,3400,0.24
788028,273,122.52,51,2.4023529412
788028,296,398.75,325,1.2269230769
788028,317,46,82,0.5609756098
788028,321,210,75,2.8
788028,344,1082.07,639,1.6933802817
788028,347,490,175,2.8
788028,368,1326.95,818,1.6221882641
788028,382,148.5,101,1.4702970297
788028,386,2343.15,1844,1.2706887202
788028,391,20,25,0.8
788028,392,555.29,292,1.9016780822
788028,502,2463.25,1343,1.8341399851
788028,506,2014.7,810,2.4872839506
788028,508,949.2,299,3.1745819398
788028,519,70,25,2.8
788028,526,1629.09,1232.2,1.3220986853
788028,528,590.55,560,1.0545535714
788028,534,354.75,225,1.5766666667
788028,539,25.75,25,1.03
788028,543,1123.68,1468,0.7654495913
788028,548,74.01,35.5,2.0847887324
788028,551,114,75,1.52
788028,552,1106.77,1205,0.9184813278
788028,555,1064,437,2.4347826087
788028,557,95,25,3.8
788028,558,1627.05,1104,1.4737771739
788028,563,176,225,0.7822222222
788028,580,121.55,65.5,1.8557251908
788028,581,107.9,19.5,5.5333333333
788028,592,5442.7,1817,2.9954320308
788028,597,6092.74,2863.5,2.1277248123
788630,2,1585.75,138,11.490942029
788630,32,1567.5,185,8.472972973
788630,77,144.5,28.5,5.0701754386
788630,86,515,50,10.3
788630,138,540,40,13.5
788630,157,102,20,5.1
788630,163,1508.5,140,10.775
788630,273,10,4,2.5
788630,297,287.5,25,11.5
788630,317,725,65,11.153846154
788630,321,601.75,87.5,6.8771428571
788630,344,3717.5,400,9.29375
788630,347,26276.05,2758,9.5272117476
788630,367,1591,143,11.125874126
788630,382,675,50,13.5
788630,391,56,8,7
788630,502,1850,190,9.7368421053
788630,508,689,69,9.9855072464
788630,526,5710.05,894.9,6.3806570567
788630,528,860.3,254,3.387007874
788630,534,336,48,7
788630,538,288.75,25,11.55
788630,539,26.25,3.5,7.5
788630,543,2243,544,4.1231617647
788630,545,4.8,8,0.6
788630,547,365,40,9.125
788630,548,1229,143,8.5944055944
788630,551,942.75,85,11.091176471
788630,552,11702.95,1465.5,7.9856363016
788630,558,326.5,48,6.8020833333
788630,570,45,4.5,10
788630,580,14,7,2
788630,597,16162.5,1753.5,9.2172797263
788630,604,80,10,8
790964,2,174.9,58.5,2.9897435897
790964,7,45,75,0.6
790964,12,2940.05,1533,1.917840835
790964,15,725,300,2.4166666667
790964,30,2114.75,430,4.9180232558
790964,32,3027.5,2273,1.3319401672
790964,77,120.75,25,4.83
790964,86,12999.9,4732,2.7472316145
790964,163,2204.15,465,4.7401075269
790964,207,462.25,1900,0.2432894737
790964,273,559.55,264,2.1195075758
790964,297,13.92,6,2.32
790964,321,132,12,11
790964,344,2829.74,1463,1.934203691
790964,347,75,25,3
790964,367,298.96,132,2.2648484848
790964,368,1165.25,475,2.4531578947
790964,382,93.25,44,2.1193181818
790964,386,1207.6,582,2.0749140893
790964,391,96,8,12
790964,502,2406.87,1161,2.0731007752
790964,506,1798.54,1472,1.2218342391
790964,508,944.73,414,2.2819565217
790964,518,108.6,12,9.05
790964,526,4477.93,4743,0.9441134303
790964,528,499.8,428,1.1677570093
790964,534,440.1,677,0.6500738552
790964,538,130,50,2.6
790964,543,1315.1,3131,0.4200255509
790964,552,450.8,310,1.4541935484
790964,555,1764.35,519,3.3995183044
790964,557,12.5,50,0.25
790964,558,2159.98,2165,0.9976812933
790964,566,2259.5,207,10.915458937
790964,578,762.8,1187,0.6426284751
790964,586,123.25,200,0.61625
790964,592,2923.9,2357.5,1.2402545069
790964,597,4487.5,1479,3.0341446924
790964,613,27,9,3
818466,2,331,109,3.0366972477
818466,77,30.8,11,2.8
818466,86,1596,510,3.1294117647
818466,138,1547,485.5,3.1864057673
818466,163,808.5,240,3.36875
818466,207,3888,1440,2.7
818466,296,480,150,3.2
818466,317,510,150,3.4
818466,325,1458,540,2.7
818466,344,300,90,3.3333333333
818466,347,691.6,247,2.8
818466,367,787.5,240,3.28125
818466,392,450,150,3
818466,518,1443,450,3.2066666667
818466,519,840,270,3.1111111111
818466,525,192,60,3.2
818466,526,324,90,3.6
818466,538,3984,1260,3.1619047619
818466,543,44.1,29,1.5206896552
818466,545,301.5,90,3.35
818466,568,192,60,3.2
818466,571,408,120,3.4
818466,580,210,60,3.5
818466,583,180,60,3
818466,592,210,60,3.5
818466,602,227.8,68,3.35
818466,604,573,180,3.1833333333
818466,610,278.8,82,3.4
851457,2,271.41,119.5,2.2712133891
851457,12,2019.9,410,4.9265853659
851457,15,294.5,31,9.5
851457,30,442,221,2
851457,32,1668.2,1009,1.6533201189
851457,77,121.57,24,5.0654166667
851457,86,2007.1,239.7,8.3733833959
851457,138,960.04,196.5,4.8856997455
851457,163,2500.5,226.5,11.039735099
851457,207,8.8,22,0.4
851457,296,735.85,579,1.2708981002
851457,297,131.75,70,1.8821428571
851457,321,52,26,2
851457,367,460,250,1.84
851457,368,706.5,263,2.6863117871
851457,382,175.03,354,0.4944350282
851457,386,456.75,395,1.1563291139
851457,391,5.5,11,0.5
851457,392,279,30,9.3
851457,502,662,307,2.1563517915
851457,506,234,26,9
851457,508,326.26,83,3.9308433735
851457,519,543.7,99,5.4919191919
851457,526,3717.62,3723,0.9985549288
851457,528,424.46,368,1.153423913
851457,534,910,685,1.3284671533
851457,543,1860.8,3051,0.609898394
851457,548,279.25,41,6.8109756098
851457,551,317.8,55,5.7781818182
851457,552,344.4,198,1.7393939394
851457,558,591.65,558,1.0603046595
851457,571,18,4,4.5
851457,580,40.25,3.5,11.5
851457,583,36.35,18,2.0194444444
851457,592,1999.58,717,2.7888145049
851457,597,6300.74,1449.5,4.3468368403
851458,2,1362.5,272,5.0091911765
851458,15,313.54,47,6.6710638298
851458,32,1411.15,673,2.0968053492
851458,77,90,30,3
851458,86,84,28,3
851458,138,713.5,117,6.0982905983
851458,163,325.5,31,10.5
851458,273,111.24,54,2.06
851458,296,204.16,88,2.32
851458,321,150,50,3
851458,344,264,24,11
851458,368,107.12,52,2.06
851458,519,87,29,3
851458,526,92.1,30,3.07
851458,543,723.35,334,2.1657185629
851458,551,44,22,2
851458,552,374.27,170,2.2015882353
851458,592,206.48,89,2.32
851458,597,658.2,61,10.790163934
851684,367,217.5,14.5,15
851684,554,133,9.5,14
851750,12,780,102,7.6470588235
851750,30,680,80,8.5
851750,32,1548.6,183,8.462295082
851750,86,1458.4,143,10.198601399
851750,163,2265,210,10.785714286
851750,273,289.4,134,2.1597014925
851750,296,1670.08,491,3.4013849287
851750,321,1669.5,279,5.9838709677
851750,325,3946.6,411,9.60243309
851750,344,4513,469,9.6226012793
851750,347,3280.6,377,8.7018567639
851750,367,1716,179,9.5865921788
851750,368,3056.6,331,9.2344410876
851750,375,2989,432,6.9189814815
851750,502,240,30,8
851750,506,1108,116,9.5517241379
851750,526,11653.2,1554.5,7.4964297202
851750,528,9.6,32,0.3
851750,538,360,30,12
851750,542,75,12,6.25
851750,543,4096.7,646,6.3416408669
851750,545,33.5,20,1.675
851750,549,330.75,33.5,9.8731343284
851750,554,240,19.2,12.5
851750,558,547.6,114,4.8035087719
851750,566,1872.5,232,8.0711206897
851750,591,1476,150,9.84
851750,592,2295,210,10.928571429
851750,597,9315.05,988,9.4281882591
851750,599,108,12,9
851750,602,208.5,55,3.7909090909
851750,610,18.5,32,0.578125
851750,613,15,10,1.5
851751,12,1442,142,10.154929577
851751,32,3000.3,360,8.3341666667
851751,86,4183,408,10.25245098
851751,163,208,16,13
851751,296,1972.67,332,5.9417771084
851751,321,18,6,3
851751,325,2783.5,306,9.0964052288
851751,344,2658,300,8.86
851751,347,483.5,42,11.511904762
851751,367,904,84,10.761904762
851751,368,2022,225,8.9866666667
851751,375,955.25,143,6.6800699301
851751,382,238,28,8.5
851751,506,380,38,10
851751,526,2225.2,651,3.4181259601
851751,534,1632,166,9.8313253012
851751,538,780,60,13
851751,543,4273.4,485,8.8111340206
851751,549,1815,180,10.083333333
851751,552,1086,162,6.7037037037
851751,558,243.9,37,6.5918918919
851751,566,1312,164,8
851751,571,26.1,58,0.45
851751,591,1860,180,10.333333333
851751,592,1532.5,144,10.642361111
851751,597,2762.15,446,6.193161435
851751,599,1674.4,172,9.7348837209
851751,604,60,55,1.0909090909
899825,2,796.5,528,1.5085227273
899825,7,371.25,825,0.45
899825,12,957.34,625,1.531744
899825,15,467.66,603,0.7755555556
899825,30,210,350,0.6
899825,32,1383,1581,0.8747628083
899825,77,871.21,528,1.6500189394
899825,86,5859.13,947.5,6.1837783641
899825,138,696.2,219,3.1789954338
899825,157,12.07,17,0.71
899825,163,3429.5,828.5,4.1394085697
899825,207,1792.42,5253,0.3412183514
899825,258,65.52,56,1.17
899825,273,112.7,245,0.46
899825,296,1383.42,1325,1.044090566
899825,297,301.29,264.3,1.139954597
899825,317,25,50,0.5
899825,321,954.5,335,2.8492537313
899825,344,1362.1,437,3.1169336384
899825,367,1744,255,6.8392156863
899825,368,1449.4,1362,1.0641703377
899825,382,1396.88,616.5,2.2658231955
899825,386,1141.35,592,1.9279560811
899825,391,4.4,11,0.4
899825,392,1636.62,375,4.36432
899825,502,1373.2,1223,1.1228127555
899825,508,5432.1,1000,5.4321
899825,516,215,215,1
899825,518,113,75,1.5066666667
899825,519,15,25,0.6
899825,526,4972.55,2555.8,1.9455943345
899825,528,4410.55,3155,1.397955626
899825,534,916.8,635,1.4437795276
899825,538,825,60,13.75
899825,539,26.25,25,1.05
899825,543,957.23,2975,0.3217579832
899825,548,54.95,7,7.85
899825,549,56.16,108,0.52
899825,551,279,47,5.9361702128
899825,552,157.49,124,1.2700806452
899825,555,489,270,1.8111111111
899825,558,1186.65,1128,1.0519946809
899825,583,10.4,13,0.8
899825,586,14,7,2
899825,592,6577.99,2388.6,2.7539102403
899825,597,15490.03,2311,6.702739074
899826,2,272.25,124,2.1955645161
899826,12,2259.87,508,4.4485629921
899826,30,329.5,313,1.052715655
899826,32,2019.79,1152,1.7532899306
899826,77,61.47,36,1.7075
899826,86,5567.72,1811,3.0743898399
899826,138,93.5,6.5,14.384615385
899826,163,3193.42,685,4.6619270073
899826,273,31.25,125,0.25
899826,296,78.8,159,0.4955974843
899826,297,404.2,101,4.001980198
899826,321,215,116,1.8534482759
899826,344,2297.17,1148,2.0010191638
899826,347,117.7,107,1.1
899826,368,643.97,496,1.2983266129
899826,382,249,180,1.3833333333
899826,386,2602.41,1955,1.3311560102
899826,392,581.19,354,1.641779661
899826,502,940,425,2.2117647059
899826,506,369.25,400,0.923125
899826,508,2405.88,415,5.7973012048
899826,519,152.5,25,6.1
899826,526,3811,1326,2.8740573152
899826,528,859.5,1000,0.8595
899826,534,1350.75,948,1.4248417722
899826,539,197.5,30,6.5833333333
899826,543,1718.15,6893,0.249260119
899826,549,35.64,108,0.33
899826,551,70,7,10
899826,552,1375.88,753,1.8271978752
899826,557,16.5,50,0.33
899826,558,2713.45,969,2.8002579979
899826,586,28.75,25,1.15
899826,592,5708.2,5583,1.0224252194
899826,597,8686.08,2511,3.4592114695
899826,602,617.68,332.5,1.8576842105
899826,613,245.12,118,2.0772881356
899828,2,569.55,182.5,3.1208219178
899828,12,3667.1,439,8.3533029613
899828,15,416,150,2.7733333333
899828,30,94.5,75,1.26
899828,32,1768.92,918,1.9269281046
899828,77,13.65,3.9,3.5
899828,86,3189.19,621,5.1355716586
899828,138,1591.11,458,3.4740393013
899828,163,3536.4,670,5.2782089552
899828,207,63.05,187,0.3371657754
899828,296,179.75,259.5,0.6926782274
899828,297,120,112,1.0714285714
899828,317,124.1,23,5.3956521739
899828,321,1542.5,263,5.8650190114
899828,344,766.2,596,1.2855704698
899828,367,613.05,181,3.3870165746
899828,368,560.7,492,1.1396341463
899828,386,2183.16,1406,1.552745377
899828,391,170.05,72.5,2.3455172414
899828,392,204.6,12,17.05
899828,502,2512.18,973,2.5818910586
899828,506,1014,80,12.675
899828,508,1173.36,263,4.4614448669
899828,518,179.45,77,2.3305194805
899828,519,378.5,133.5,2.8352059925
899828,526,4391.24,1938,2.2658617131
899828,528,653.71,616,1.0612175325
899828,534,1873.26,612,3.0608823529
899828,538,2215.55,323,6.8592879257
899828,543,431.9,1748,0.2470823799
899828,551,773,190,4.0684210526
899828,552,1329.55,556,2.3912769784
899828,555,1015.6,247,4.1117408907
899828,558,2174.56,1143,1.9025021872
899828,563,103.2,116,0.8896551724
899828,586,106,56,1.8928571429
899828,592,2828.07,816.5,3.4636497244
899828,597,5365.2,1397,3.8405153901
899828,604,159.26,115,1.3848695652
899829,12,1078,265,4.0679245283
899829,15,458.5,299,1.5334448161
899829,32,882,588,1.5
899829,34,51.6,96,0.5375
899829,77,146.5,22.5,6.5111111111
899829,86,2099.4,494,4.2497975709
899829,163,1575,126,12.5
899829,273,606.5,554,1.094765343
899829,296,1796.3,1213,1.4808738664
899829,321,2382.65,702.5,3.3916725979
899829,325,612.7,110,5.57
899829,344,91,26,3.5
899829,347,167.6,383,0.4375979112
899829,367,1384.1,326,4.2457055215
899829,368,104,101,1.0297029703
899829,375,5997.6,701,8.5557774608
899829,382,4879.5,7634,0.6391799843
899829,386,3452.62,3193,1.0813091137
899829,391,79.3,32.5,2.44
899829,502,3106.35,1682,1.8468192628
899829,506,35.1,131,0.2679389313
899829,508,1405.9,339,4.1471976401
899829,526,7941.27,4945.5,1.6057567486
899829,534,161.6,135,1.197037037
899829,538,2170,275,7.8909090909
899829,542,11.7,9,1.3
899829,543,1251.6,2821,0.4436724566
899829,545,571.15,316,1.8074367089
899829,549,13.5,9,1.5
899829,552,498.4,1232,0.4045454545
899829,554,436,56,7.7857142857
899829,558,4022.3,3957,1.0165024008
899829,571,16.1,23,0.7
899829,580,480,130.5,3.6781609195
899829,583,200.5,21.5,9.3255813953
899829,586,30,12,2.5
899829,597,14420.5,3740,3.8557486631
899829,602,63.25,22.5,2.8111111111
899829,610,291.5,46,6.3369565217
899829,612,252,84,3
899830,32,1632.5,175,9.3285714286
899830,77,123.5,55.8,2.2132616487
899830,86,3442,310,11.103225806
899830,157,40.7,25,1.628
899830,317,75,90,0.8333333333
899830,321,142.5,15,9.5
899830,344,1260,150,8.4
899830,347,6508.7,660.6,9.8527096579
899830,367,300,30,10
899830,375,1350,150,9
899830,382,315,30,10.5
899830,502,1320,150,8.8
899830,526,5978.31,1097.5,5.4472072893
899830,528,60.4,91,0.6637362637
899830,534,2945,340,8.6617647059
899830,538,48,8,6
899830,539,207,27,7.6666666667
899830,543,1256.05,290,4.3312068966
899830,545,685,96,7.1354166667
899830,548,10.5,3,3.5
899830,552,3821.58,559,6.8364579606
899830,558,44,80,0.55
899830,566,980,110,8.9090909091
899830,597,1715.4,274,6.2605839416
899830,604,30,30,1
899834,2,612,190,3.2210526316
899834,12,2446.86,1348,1.8151780415
899834,30,1557.5,850,1.8323529412
899834,32,3432.06,4452,0.770902965
899834,77,181.85,53,3.4311320755
899834,86,2243.46,804,2.7903731343
899834,138,522.1,104.5,4.9961722488
899834,163,3381.3,563,6.0058614565
899834,207,1877.5,4400,0.4267045455
899834,258,29.3,53,0.5528301887
899834,296,1019.2,395,2.5802531646
899834,297,21,7,3
899834,321,733.35,312,2.3504807692
899834,344,303.05,94.5,3.2068783069
899834,367,675,60,11.25
899834,368,1100.65,1020,1.0790686275
899834,382,1400,2000,0.7
899834,386,2694.95,2548,1.0576726845
899834,392,313.35,192,1.63203125
899834,502,2922.81,1285,2.2745603113
899834,506,2057,1170,1.7581196581
899834,508,2328.03,601,3.87359401
899834,526,2582.29,1667,1.5490641872
899834,528,2510.45,1651,1.520563295
899834,534,675.7,587,1.1511073254
899834,538,1100.36,179,6.1472625698
899834,543,3363.8,7993,0.4208432378
899834,547,321.1,43.5,7.3816091954
899834,551,290,42,6.9047619048
899834,552,794,620,1.2806451613
899834,555,661.54,197,3.358071066
